"","Nome d'arte","Nome","Sesso","Attività","Paesi.di.prima.pubblicazione","Mercati","Editori","Insegna.presso"
"1291",NA,"Mulazzi, Paola","F","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1292",NA,"Munarini, Stefano","M","Sceneggiatura","IT","GN","BD",NA
"1293",NA,"Munoz, José","M","Autore unico, disegni","IT","GN","Coconino Press, Oblomov Edizioni",NA
"1193","Maya Art","Mura, Martina","F","Autrice unica","IT","GN","Mangasenpai",NA
"1294",NA,"Muscatiello, Antonio","M","Disegni","IT","P","Astorina",NA
"1295",NA,"Musumeci, Alessandro","M","Colori","IT","P","Sergio Bonelli Editore",NA
"1296",NA,"Mutti, Andrea","M","Disegni","IT, FR","GN","Editions du Rocher, Éditions Glenat, Feltrinelli Editore",NA
"1297",NA,"Muzzolini, Maria","F","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1298",NA,"Nanni, Giacomo","M","Autore unico","IT, FR","GN","Cambourakis, Canicola Edizioni, Coconino Press, Cornelius, Cornélius, Ici Même, Rizzoli Lizard",NA
"1299",NA,"Narciso, Massimiliano","M","Disegni","IT","P","The Walt Disney Company",NA
"1300",NA,"Nardella, Stefano","M","Sceneggiatura","IT, FR","GN","Hazard Edizioni, Kleiner Flug, Sarbacane",NA
"1301",NA,"Nardo, Federico","M","Disegni","IT, FR","GN","Éditions Glenat, Éditions Soleil, ReNoir Comics, Tunué",NA
"1302",NA,"Nardone, Giovanni","M","Disegni","IT","GN","Tunué",NA
"1303",NA,"Natale, Marco","M","Autore unico","IT","GN","Sbam! Comics",NA
"1304",NA,"Natalini, Edoardo","M","Autore unico","IT, FR","GN","Akileos, Kleiner Flug",NA
"1305",NA,"Natangelo, Mario","M","Autore unico","IT","GN","Magic Press Edizioni",NA
"1306",NA,"Natarella, Lorenza","F","Autrice unica","IT","GN","Bao Publishing",NA
"1307",NA,"Nazzaro, Sergio","M","Sceneggiatura","IT","GN","Round Robin",NA
"1309",NA,"Negri, Gabriel","M","Disegni","IT","GN","Edizioni NPE",NA
"1578","Regular Size Monster (R.S.M.)","Negri, Luca","M","Autore unico","IT","GN","Coconino Press, Eris Edizioni",NA
"1310",NA,"Negrin, Emanuela","F","Sceneggiatura, disegni","IT, FR","P, GN","Éditions Soleil, The Walt Disney Company",NA
"1311",NA,"Nencioni, Alessio","M","Sceneggiatura","IT","GN","Kleiner Flug",NA
"1312",NA,"Neri, Filippo","M","Disegni","FR","GN","Petit à Petit",NA
"1313",NA,"Neri, Marino","M","Autore unico","IT","GN","Canicola Edizioni, Coconino Press, Oblomov Edizioni","Scuola internazionale di Comics - Reggio Emilia"
"1314",NA,"Nerolini, Manuela","F","Disegni, colori","IT","P, GN","Bao Publishing, Sergio Bonelli Editore",NA
"1315",NA,"Nespolino, Alessandro","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Napoli, Scuola italiana di Comix (Napoli)"
"1316",NA,"Neziti, Domenico","M","Colori","FR, USA","P, GN","Dark Horse Comics, DC Comics, Éditions Glenat, Éditions Soleil","Corso di fumetto - Arena del Fumetto (Bologna)"
"1317",NA,"Nicolaci, Silvestro","M","Disegni","FR","GN","Éditions Soleil",NA
"1318",NA,"Nicolai, Riccardo","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1321",NA,"Nigro, Sisto “Horace”","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1323",NA,"Niro, Giovanna","F","Colori","IT","P","Sergio Bonelli Editore","SRF - Scuola Romana dei Fumetti"
"1324",NA,"Nisi, Giovanni","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1325",NA,"Nizzi, Claudio","M","Sceneggiatura","IT","P","Rizzoli Lizard, SaldaPress, Sergio Bonelli Editore",NA
"1326",NA,"Nizzoli, Marco","M","Disegni","IT, FR","P, GN","Éditions Delcourt, Éditions Glenat, Oblomov Edizioni, Sergio Bonelli Editore","Scuola internazionale di Comics - Reggio Emilia"
"1327",NA,"Njock, Gaspard","M","Disegni","IT","GN","Tunué",NA
"1328",NA,"Nocera, Alessia","F","Colori","IT, FR","P, GN","Éditions Glenat, Sergio Bonelli Editore","Scuola internazionale di Comics - Napoli"
"1329",NA,"Nomisake, Laura","F","Autrice unica","IT","GN","Einaudi",NA
"1330",NA,"Nosenzo, Barbara","F","Colori","USA","P","Delirium, Rebellion 2000 AD",NA
"989","Ketsu","Nostrale, Filomena","F","Autrice unica","IT","GN","Shockdom",NA
"1331",NA,"Notarnicola, Vito","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1333",NA,"Nucci, Marco","M","Sceneggiatura","IT","P, GN","Panini Comics, Sergio Bonelli Editore, The Walt Disney Company, Tunué","Scuola internazionale di Comics - Milano"
"1335",NA,"Nunziati, Riccardo","M","Disegni","IT","P","Astorina, ReNoir Comics",NA
"1336",NA,"Nuti, Lorenzo","M","Disegni","IT, FR","GN","Kleiner Flug, Tabou",NA
"1337",NA,"Oddi, Diego","M","Disegni","IT, FR","P, GN","Bugs Comics, Éditions Glenat",NA
"1339",NA,"Olimpieri, Andrea","M","Disegni","IT, FR, USA","P","Bugs Comics, Hachette, Hachette Fascicoli, IDW Publishing, Titan Comics",NA
"1340",NA,"Oliva, Pino","M","Autore unico","IT","GN","Lavieri Edizioni",NA
"1341",NA,"Olivares, Giancarlo","M","Disegni","IT, FR","P, GN","Éditions Soleil, Panini Comics, Sergio Bonelli Editore, The Walt Disney Company","Scuola internazionale di Comics - Brescia"
"1342",NA,"Olivieri, Bruno","M","Autore unico","IT","P","San Paolo Periodici","Fumé Scuola di fumetto"
"1343",NA,"Ongarato, Pierluigi","M","Disegni","IT","GN","BeccoGiallo",NA
"1344",NA,"Ongaro, Paolo","M","Disegni","IT","P","Sergio Bonelli Editore, The Walt Disney Company",NA
"1345",NA,"Onzo, Marcella","F","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1346",NA,"Orizio, Daniele ""Dany""","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Brescia"
"1347",NA,"Orlandi, Alfredo","M","Disegni","IT, FR","P, GN","Éditions Clair de Lune, Sergio Bonelli Editore",NA
"1348",NA,"Orlandi, Enrico","M","Autore unico","IT","GN","Tunué",NA
"1349",NA,"Orlando, Valerio","F","Disegni","FR","GN","Éditions Soleil",NA
"1350",NA,"Orsi, Tea","F","Sceneggiatura","IT, USA","P","Dark Horse Comics, Panini Comics, Papercutz, The Walt Disney Company",NA
"1351",NA,"Ortolani, Leonardo ""Leo""","M","Autore unico","IT","P, GN","Bao Publishing, Feltrinelli Editore, Panini Comics",NA
"1352",NA,"Ortolani, Lorenzo","M","Colori","IT","P","Panini Comics",NA
"1354",NA,"Ostini, Alberto","M","Sceneggiatura","IT","P","Sergio Bonelli Editore, The Walt Disney Company","Scuola internazionale di Comics - Milano"
"1355",NA,"Pace, Simone","M","Autore unico","IT","P, GN","Alias - il Manifesto, Barta Edizioni, Il Battello a Vapore",NA
"1356",NA,"Paciaroni, Francesco","M","Disegni","IT","GN","Edizioni INKiostro",NA
"1357",NA,"Paciarotti, Leonardo","M","Colori","USA","P","Zenescope",NA
"910","Gipi","Pacinotti, Gian Alfonso","M","Autore unico","IT, FR","GN","Actes Sud, Coconino Press, Editions Gallimard Jeunesse, Futuropolis, Gallimard Jeunesse",NA
"1358",NA,"Paesani, Luana","F","Disegni","IT","P","Sergio Bonelli Editore",NA
"1359",NA,"Pagani, Emiliano","M","Sceneggiatura","IT","GN","Feltrinelli Editore, Tunué",NA
"1899","Tuono Pettinato","Paggiaro, Andrea","M","Autore unico","IT","GN","BD, Rizzoli Lizard, Topipittori",NA
"1360",NA,"Pagliani, Elena","F","Autrice unica","IT","GN","Diabolo Edizioni",NA
"1361",NA,"Pagliarani, Gianluca","M","Disegni","IT, FR","P, GN","Éditions Glenat, Éditions Soleil, Sergio Bonelli Editore",NA
"1362",NA,"Pagliarini, Riccardo","M","Disegni","IT","GN","BeccoGiallo",NA
"1363",NA,"Pagliarino, Alberto","M","Sceneggiatura","IT","GN","BeccoGiallo","The Sign - Comics & Arts Academy (Firenze)"
"1364",NA,"Pagliaro, Alberto","M","Disegni","IT, FR","GN","BD, Éditions Delcourt, Éditions Glenat, Éditions Soleil, Kleiner Flug, Les Humanoides Associes",NA
"1365",NA,"Palarchi, Maurizio","M","Sceneggiatura","IT","GN","Kleiner Flug",NA
"1366",NA,"Palazzi, Marco","M","Disegni","IT","P","The Walt Disney Company",NA
"1367",NA,"Palescandolo, Claudia","F","Colori","IT, FR","GN","Casterman, Lucky Red/RCS, Panini Comics, SaldaPress",NA
"1368",NA,"Paliaga, Jacopo","M","Sceneggiatura","IT","GN","Bao Publishing, Panini Comics, Star Comics",NA
"1369",NA,"Pallaver, Silvia","F","Sceneggiatura","IT","GN","Round Robin",NA
"1370",NA,"Palleschi, Ilaria","F","Autrice unica","IT","GN","Bao Publishing",NA
"1371",NA,"Palloni, Lorenzo","M","Autore unico, sceneggiatura","IT, FR","GN","Akileos, Edizioni INKiostro, Feltrinelli Editore, Rizzoli Lizard, SaldaPress, Sarbacane","Scuola internazionale di Comics - Firenze/Reggio Emilia"
"1372",NA,"Palma, Antonio","M","Disegni","FR","GN","Éditions Glenat",NA
"1373",NA,"Palmas, Angelo","M","Sceneggiatura, disegni","IT","P","Astorina, The Walt Disney Company",NA
"1374",NA,"Palmisciano, Nicolò","M","Disegni","IT","GN","Edizioni INKiostro",NA
"1375",NA,"Palomba, Francesco","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1376",NA,"Palumbo, Giuseppe","M","Disegni","IT","P, GN","Astorina, Coconino Press, Edizioni INKiostro, Sergio Bonelli Editore",NA
"1377",NA,"Panarese, Claudio","M","Sceneggiatura, disegni","IT","P","The Walt Disney Company",NA
"1378",NA,"Panaro, Carlo","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1379",NA,"Panaro, Ottavio","M","Disegni","IT","P","The Walt Disney Company",NA
"1380",NA,"Panciroli, Luca","M","Disegni","IT","GN","Noise Press",NA
"1381",NA,"Panella, Simon","M","Autore unico","IT","GN","BD, CNR, Edizioni Zanetti",NA
"1382",NA,"Panini, Gabriele","M","Sceneggiatura","IT","P","Sergio Bonelli Editore, The Walt Disney Company",NA
"1383",NA,"Panniello, Gianluca","M","Disegni","IT, FR","P, GN","Éditions Clair de Lune, The Walt Disney Company",NA
"1384",NA,"Pantalena, Paola “Panti”","F","Disegni","IT, USA","P, GN","DC Comics, Marvel Comics, Star Comics, Zenescope",NA
"1385",NA,"Paoloni, Simone","M","Disegni","IT","P","Edizioni Zanetti, Sergio Bonelli Editore",NA
"1386",NA,"Paolucci, Diego","M","Sceneggiatura","IT","P","Sergio Bonelli Editore",NA
"1387",NA,"Parascandolo, Emanuele","M","Autore unico","IT","GN","Hazard Edizioni",NA
"1388",NA,"Parisi, Andrea","M","Colori","IT, FR","P, GN","Bugs Comics, Éditions Delcourt, Éditions le Lombard, Éditions Soleil, Mondadori, The Walt Disney Company","SRF - Scuola Romana dei Fumetti, IED - Istituto Europeo di Disegni (Roma)"
"519","Criki","Parisi, Andy","M","Disegni","IT, FR","P, GN","Bugs Comics, Éditions le Lombard, The Walt Disney Company",NA
"1389",NA,"Parisi, Paolo","M","Autore unico","IT, FR","GN","BeccoGiallo, Centauria, Coconino Press, Sarbacane",NA
"1390",NA,"Parma, Gabriele","M","Disegni, colori","IT, FR","GN","Éditions Delcourt, First, ReNoir Comics","Scuola Chiavarese del Fumetto"
"1391",NA,"Parodi, Alessandro","M","Disegni","IT","GN","Bompiani, Einaudi","Genova Comics Academy"
"1392",NA,"Parrillo, Lucio","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1393",NA,"Pascarella, Salvatore","M","Disegni","IT, FR","GN","H2T - L'Hydre, Mangasenpai","Scuola italiana di Comix (Napoli)"
"1394",NA,"Paschetta, Marco","M","Autore unico","IT, FR, ES","GN","Bang Ediciones - Mamut Comic, Diabolo Edizioni","Scuola internazionale di Comics - Torino"
"1395",NA,"Pascutti, Davide","M","Autore unico","IT","GN","BeccoGiallo, Cambourakis",NA
"1396",NA,"Pasini, Andrea","M","Sceneggiatura","IT","P","Astorina",NA
"1397",NA,"Pasini, Fabrizio","M","Disegni","FR","GN","Vents d'Ouest",NA
"1398",NA,"Pasqual, Riccardo","M","Autore unico","IT","GN","BeccoGiallo",NA
"1399",NA,"Pasqualini, Hannes","M","Autore unico","IT","GN","Tunué",NA
"1400",NA,"Pasquetto, Nicola","M","Colori","IT","P","The Walt Disney Company",NA
"1070","Luciop","Passalacqua, Lucio","M","Autore unico","IT","GN","Shockdom",NA
"1401",NA,"Pasta, Michele","M","Disegni","IT, FR","P, GN","Éditions Delcourt, Panini Comics",NA
"1402",NA,"Pastore, Massimo","M","Autore unico, disegni","IT","GN","Bacchilega",NA
"1403",NA,"Pastore, Valerio","M","Disegni","IT","GN","BeccoGiallo",NA
"1404",NA,"Pastorello, Alessia","F","Colori","IT","P","Sergio Bonelli Editore",NA
"1405",NA,"Pastrovicchio, Alessandro","M","Disegni","IT","P","Sergio Bonelli Editore, The Walt Disney Company",NA
"1406",NA,"Pastrovicchio, Lorenzo","M","Sceneggiatura, disegni","IT","P","The Walt Disney Company",NA
"1407",NA,"Patanè, Alessandra","F","Disegni","IT","P, GN","DC Comics, Marvel Comics, Panini Comics, Shockdom",NA
"1408",NA,"Patanè, Luca Gregorio","M","Disegni","IT","GN","Tunué",NA
"1409",NA,"Pau Melis, Andrea","M","Sceneggiatura","IT","P","DeAgostini, It Comics, Sergio Bonelli Editore","Fumé Scuola di fumetto"
"1410",NA,"Pavan, Sara","F","Autrice unica, lettering","IT","GN","Bao Publishing, Feltrinelli Editore",NA
"1411",NA,"Peddes, Gabriele","M","Autore unico, disegni","IT","GN","Tunué",NA
"1412",NA,"Pejrano, Maria","F","Lettering","IT","P","Sergio Bonelli Editore",NA
"1413",NA,"Pejrano, Valentina","F","Lettering","IT","P","Sergio Bonelli Editore",NA
"1414",NA,"Pelizzari, Giorgio","M","Sceneggiatura","IT","P, GN","Hazard Edizioni, The Walt Disney Company","Scuola superiore d'arte applicata (Milano)"
"1415",NA,"Pelizzari, Ivan","M","Sceneggiatura","IT","GN","Libreria Geografica",NA
"1416",NA,"Pellegrini, Giulia","F","Disegni","FR","GN","Petit à Petit",NA
"1417",NA,"Pellizzon, Nicolò","M","Autore unico","IT","GN","Bao Publishing, Canicola Edizioni, Sergio Bonelli Editore","Scuola internazionale di Comics - Milano"
"1418",NA,"Penco Sechi, Beatrice","F","Disegni","FR","GN","Éditions Jungle, Éditions Soleil",NA
"1419",NA,"Penco, Michele","M","Autore unico","IT","GN","Edizioni NPE, Kleiner Flug","Scuola internazionale di Comics - Firenze"
"1420",NA,"Pennacchioli, Gabriele","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1421",NA,"Pennisi, Marco","M","Disegni","IT","P","The Walt Disney Company",NA
"1423",NA,"Perazzone, Simone","M","Sceneggiatura","IT","GN","Edizioni NPE",NA
"706","Epi","Percivati, Elisabetta","F","Autrice unica","IT","GN","BeccoGiallo",NA
"1424",NA,"Perconti, Davide","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"618","Delacroix","Peres, Antonio","M","Autore unico","IT","GN","Shockdom",NA
"1426",NA,"Pericoli, Chantal","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1427",NA,"Perina, Alessandro","M","Disegni","IT","P","The Walt Disney Company",NA
"1428",NA,"Perini, Gaya","F","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1429",NA,"Perissinotto, Giada","F","Disegni","IT","P","The Walt Disney Company",NA
"1430",NA,"Perla, Valentina","F","Colori","IT","P","The Walt Disney Company",NA
"1431",NA,"Perniola, Mirko","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","Scuola del fumetto (Verona)"
"1432",NA,"Peroni, Marco","M","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1433",NA,"Perri, Emilia Cinza","F","Sceneggiatura","IT","GN","BD",NA
"1434",NA,"Perrimezzi, Lucio","M","Sceneggiatura","IT","GN","Noise Press, Tunué",NA
"1435",NA,"Perrone, Francesca","F","Disegni","IT","GN","Shockdom",NA
"1436",NA,"Perrotta, Mario","M","Colori","IT","GN","IDW Publishing, Panini Comics, Shockdom, The Walt Disney Company",NA
"1422","Pera Comics","Perugini, Alessandro","M","Autore unico","IT","GN","Tunué",NA
"1437",NA,"Perugini, Marco","M","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore",NA
"1438",NA,"Pesce, Mariapaola","F","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1439",NA,"Pesce, Massimo","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1440",NA,"Pesce, Riccardo","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1441",NA,"Pesov, Boban","M","Autore unico","IT","GN","Magic Press Edizioni",NA
"1442",NA,"Peteliko","M","Disegni","IT","GN","Noise Press",NA
"1443",NA,"Peterle, Giada","F","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1444",NA,"Petrazzi, Claudia","F","Disegni, colori","IT","GN","Editrice Il Castoro",NA
"1445",NA,"Petrella, Marco","M","Autore unico","IT","GN","Edizioni Clichy",NA
"1446",NA,"Petricelli, Assia","F","Sceneggiatura","IT","GN","Tunué",NA
"1985","Wallie","Petrone, Walter","M","Autore unico","IT","GN","Feltrinelli Editore, Shockdom",NA
"1447",NA,"Petrosino, Alberto","M","Sceneggiatura","IT","GN","Fumetti di Cane",NA
"1448",NA,"Petrossi, Fabrizio","M","Disegni, colori","IT","P","The Walt Disney Company",NA
"1449",NA,"Petruccelli, Stefano","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1450",NA,"Petrucci, Michele","M","Autore unico","IT","GN","Arnoldo Mondadori Editore, Coconino Press, Mondadori, SaldaPress",NA
"1451",NA,"Petruccioli, Rita","F","Autrice unica","IT","P, GN","Bao Publishing, Sergio Bonelli Editore",NA
"1452",NA,"Pex, Giulia","F","Autrice unica","IT","GN","Hoppipolla",NA
"1453",NA,"Pezone, Salvatore","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1454",NA,"Pezzi, Fabio","M","Disegni","FR","GN","Éditions Glenat",NA
"1455",NA,"Pezzin, Giorgio","M","Sceneggiatura","IT","P","The Walt Disney Company","Dali Arts (Vicenza)"
"1456",NA,"Piacentini, Fabio","M","Disegni","IT, FR","P, GN","Éditions Glenat, Sergio Bonelli Editore",NA
"1457",NA,"Piacenza, Paolo","M","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1458",NA,"Piana, Matteo","M","Disegni","IT, FR","P, GN","Éditions Delcourt, Les Humanoides Associes, Sergio Bonelli Editore","Scuola del fumetto (Milano)"
"1459",NA,"Piani, Stefano","M","Sceneggiatura","IT","P","Sergio Bonelli Editore",NA
"1460",NA,"Pianta, Elena","F","Disegni","IT","P","ReNoir Comics, Sergio Bonelli Editore, The Walt Disney Company","Scuola di fumetti di Asti"
"1461",NA,"Piazzalunga, Patrick","M","Disegni","IT","P","It Comics, Sergio Bonelli Editore",NA
"1462",NA,"Piccatto, Luigi","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola di fumetti di Asti"
"1463",NA,"Piccinelli, Alessandro","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1464",NA,"Piccininno, Giuliano","M","Autore unico, disegni","IT","P","Sergio Bonelli Editore","Dali Arts (Vicenza)"
"1465",NA,"Piccioni, Rossano","M","Disegni","IT","GN","Edizioni INKiostro, Feltrinelli Editore",NA
"1466",NA,"Piccioni, Valerio","M","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore",NA
"1467",NA,"Piccoli, Claudio","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1468",NA,"Piccoli, Guido","M","Sceneggiatura","FR","GN","Arnoldo Mondadori Editore, Dargaud, Mondadori",NA
"1469",NA,"Piccoli, Stefano ""S3keno""","M","Autore unico","IT","GN","Round Robin, Tunué","SRF - Scuola Romana dei Fumetti"
"1470",NA,"Pichelli, Sara","F","Disegni","IT, USA","P","Marvel Comics, Panini Comics","Scuola internazionale di Comics - Roma"
"1471",NA,"Picone, Nico","M","Disegni","IT","P","The Walt Disney Company","Corso di fumetto - Arena del Fumetto (Bologna)"
"1472",NA,"Picuno, Elisa","F","Disegni, lettering","IT","P","The Walt Disney Company",NA
"1473",NA,"Piere, Roberto","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1474",NA,"Pierfederici, Mirco","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics, Sergio Bonelli Editore","Scuola internazionale di Comics - Pescara"
"1475",NA,"Pieri, Lorenzo","M","Colori","FR","GN","Éditions Delcourt, Éditions Soleil","The Sign - Comics & Arts Academy (Firenze)"
"1476","Pierz","Piersantelli, Luca","M","Autore unico","IT","GN","Edizioni NPE, Shockdom",NA
"1477",NA,"Pietrobon, Federico","M","Disegni, colori","FR","GN","Éditions Delcourt, Éditions le Lombard, Éditions Soleil",NA
"1478",NA,"Pincelli, Matteo","M","Disegni","UK","P, GN","Usborne",NA
"1479",NA,"Pinelli, Luca","M","Disegni, colori","IT","GN","Kleiner Flug","Scuola internazionale di Comics - Firenze"
"1480",NA,"Pinti, Valentina","F","Disegni","IT, FR","GN","Éditions Soleil, Noise Press",NA
"1481",NA,"Pinto, Valentina","F","Colori","USA","P","Dark Horse Comics, Dynamite Entertainment, IDW Publishing",NA
"691","Dr. Pira","Piraccini, Maurizio","M","Autore unico","IT","GN","Coconino Press, Rizzoli Lizard","IED - Istituto Europeo di Disegni (Roma)"
"1482",NA,"Piras, Luigi","M","Disegni","IT","P","The Walt Disney Company",NA
"1483",NA,"Pisapia, Blasco","M","Sceneggiatura, disegni","IT","P","The Walt Disney Company",NA
"1484",NA,"Piscitelli, Francesca","F","Colori","IT","P","Sergio Bonelli Editore",NA
"1485",NA,"Pistoia, Thomas","M","Sceneggiatura","IT","P","Astorina, It Comics, Sergio Bonelli Editore",NA
"1486",NA,"Pittaluga, Luigi","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1487",NA,"Piu, Carlo","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Padova"
"1488",NA,"Piubello, Manuel","M","Sceneggiatura","IT","GN","Shockdom",NA
"1489",NA,"Pizzato, Donata","F","Disegni","IT","GN","Il Battello a Vapore",NA
"1490",NA,"Pizzetti, Alberto","M","Disegni","IT, FR","P, GN","Éditions Dupuis, Sergio Bonelli Editore",NA
"1491",NA,"Pizzilli, Gloria","F","Disegni","IT","GN","Lavieri Edizioni",NA
"1492",NA,"Pizziolo, Sandro","M","Disegni","IT","GN","Shockdom",NA
"1493",NA,"Platano, Antonella","F","Disegni","IT","P","Sergio Bonelli Editore",NA
